,Headline,Body ID,Stance
32145,Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,304,unrelated
32146,"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",2208,discuss
32147,BREAKING: ISIS Beheads American Journalist James Wright Foley,1351,unrelated
32148,"Catholic priest dies for 48 mins, wakes up claiming God is a woman",1849,agree
32149,Kim Jong-un So Fat He Injured His Ankles,186,unrelated
32150,Audio recording allegedly captures moment Michael Brown was shot,844,unrelated
32151,Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,320,unrelated
32152,"Vice CEO Shane Smith reportedly spent $300,000 on a steak dinner at CES",640,unrelated
32153,Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,879,unrelated
32154,Senator: Detainees swapped for Bergdahl have contacted militants,2078,unrelated
32155,The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,730,unrelated
32156,Prisoner Released in Bergdahl Exchange Tried to Reconnect With Taliban,2236,discuss
32157,'Electric Boogie' Developer Leaves Secret Resignation Letter To Boss At The End Of The Game (Video),997,unrelated
32158,"Islamic State Militants Have Been Flying 3 Captured Warplanes Over Syrian Airport, Witnesses Say",2188,unrelated
32159,Meteorite strike in Nicaragua puzzles experts,10,unrelated
32160,Islamic State flying three jets in Syria: monitor,487,unrelated
32161,"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",1360,unrelated
32162,"Rumors of King Abdullah Flying in Airstrikes Not True, Fox Excited Anyway",1644,discuss
32163,The @FoxNewsPress Account Tweeting Lawsuit Threats Is a Fake,2423,unrelated
32164,"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",2090,unrelated
32165,Magic mushrooms found at Buckingham Palace,1647,agree
32166,Comcast Says You Can Keep Your Tor,503,unrelated
32167,This resignation letter in a video-game could be the greatest ever,860,unrelated
32168,Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],2410,unrelated
32169,ISIS Beheads American Journalist,2109,unrelated
32170,A Wanted Man Responded To A Police Facebook Post That He Would Turn Himself In,2252,unrelated
32171,Government fires employee who skipped work for 24 years,2317,unrelated
32172,The Chinese Guide to Avoiding a Bad English Name,1574,unrelated
32173,Latest iOS 8 bug reportedly causes unwanted deletion of iCloud Drive documents,1278,unrelated
32174,Rumors of ISIS leader's death debunked,1048,unrelated
32175,Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1715,discuss
32176,Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,1586,unrelated
32177,Another ISIS Massacre: ISIS Kills 300 Iraqi Soldiers With Chlorine Gas,2411,unrelated
32178,CNN Posts Alleged Audio of Michael Brown Shooting,1403,unrelated
32179,Report of quarantined Texas town NOT real; shared on a 'fake' news website,241,unrelated
32180,CARLISLE HEAD SLAPPER ATTACKS SNEEZING WOMEN,2477,unrelated
32181,"Dogs DO go to heaven… and cats, and horses: Pope assures young boy that there is a place in paradise for animals as well",2297,agree
32182,SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,158,unrelated
32183,Code/Red: Apple Watch Battery Life — “Charge Nightly”,2213,agree
32184,Another American hostage at risk by Islamic state,2287,unrelated
32185,"No, a bird didn't poop on Vladimir Putin",2197,unrelated
32186,James Foley remembered as 'brave and tireless' journalist,782,agree
32187,"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",527,unrelated
32188,Apple-HBO Deal Seen Launching Web-only Apple TV Streaming Service For $15 Per Month,2419,unrelated
32189,Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,1939,unrelated
32190,You all had an abortion! [Google Translate],1408,unrelated
32191,Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1269,unrelated
32192,Breaking: Soldier shot at National War Memorial in Ottawa,2252,unrelated
32193,Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,1459,discuss
32194,Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1720,unrelated
32195,ISIS Appears To Behead American Photojournalist In YouTube Video,1336,discuss
32196,Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1252,unrelated
32197,James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,1036,discuss
32198,ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1403,unrelated
32199,"Rats at Vogue's NYC offices - watch your step, Anna Wintour",2506,unrelated
32200,"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",2208,unrelated
32201,US probing claims ISIS fighters seized airdropped weapons meant for Kurds,1363,discuss
32202,That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,955,disagree
32203,"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",395,discuss
32204,Strange mark turns out to be tropical spider burrowing under vacationer's skin,2293,discuss
32205,ISIS Releases YouTube Video Showing 10-Year-Old 'Martyr' Allegedly Killed in Battle,1179,discuss
32206,"No, that broken pencil illustration isn't by Banksy",1584,discuss
32207,"UPDATED 'Jihadi John' identified as Mohammed Emwazi of London, reports say",503,unrelated
32208,Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,662,unrelated
32209,Popular 'Banksy' Instagram account offers powerful message of perseverance after Paris attack,730,unrelated
32210,More American Weapons for ISIS,1361,discuss
32211,Apple 'working on 12-inch MacBook Air',2509,unrelated
32212,Isis claims to behead US journalist,1295,unrelated
32213,Saudi cleric issues fatwa against building snowmen,35,unrelated
32214,"RCMP release security footage of Michael Zehaf Bibeau during attack, say he shot soldier in back",205,unrelated
32215,"Kayla Jean Mueller, U.S. hostage, killed in Jordan airstrike, ISIS claims",663,unrelated
32216,"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",2078,unrelated
32217,Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,195,unrelated
32218,Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,2139,discuss
32219,A Wanted Man Responded To A Police Facebook Post That He Would Turn Himself In,1408,agree
32220,Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,1004,unrelated
32221,Matt Taibbi on leave of absence from First Look Media,2299,unrelated
32222,Has this Argentine woman fallen victim to a cruel online hoax? Adult video claiming to show teacher having sex with pupil isn't all it seems,1357,unrelated
32223,CARLISLE HEAD SLAPPER ATTACKS SNEEZING WOMEN,1897,agree
32224,"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",2475,agree
32225,Meteor Leaves 40-Foot Crater Near Managua's Airport,1817,unrelated
32226,Christian Bale in Talks to Star in Sony's Steve Jobs Film,2017,discuss
32227,Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,1338,unrelated
32228,Video shows ISIL beheading of photojournalist James Foley,1948,discuss
32229,Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2307,unrelated
32230,This Dog Was Left At A Railway Station With A Suitcase Of His Belongings After He Was Sold On Gumtree,530,unrelated
32231,Is the iPhone 6 Really Pulling Out Your Hair?,513,unrelated
32232,"No, there aren’t any Ebola cases in Iraq",1034,unrelated
32233,Star Wars 7: JJ Abrams want to move release to summer 2015,2434,unrelated
32234,Audio recording allegedly captures moment Michael Brown was shot,958,unrelated
32235,NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,321,unrelated
32236,"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",1288,discuss
32237,Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,730,discuss
32238,Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,2133,unrelated
32239,"Tropical spider burrows under man's skin, lives there for three days",1419,unrelated
32240,Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,2097,unrelated
32241,'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,503,unrelated
32242,America's oldest time capsule unearthed at Boston statehouse after being buried in 1795 by Sam Adams and Paul Revere,1442,unrelated
32243,WHO investigates media reports ISIS fighters contracted Ebola,846,discuss
32244,The baby from Teletubbies reveals herself,979,unrelated
32245,"How did Fake Chinese News Site Dupe Washington Post, Atlantic, BBC?",2220,unrelated
32246,Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1658,discuss
32247,Amazon is opening its first physical store,703,unrelated
32248,Is Durex Planning To Release A Pumpkin Spice Condom?,698,unrelated
32249,Ski Resort Opens With Snow Stored From Last Season,2360,unrelated
32250,Lynch Mob Castrates Alleged Rapist In Rajasthan,1476,discuss
32251,Robert Plant ripped up $800M Led Zeppelin reunion contract,169,unrelated
32252,Video Purports to Show Beheading of American Journalist,1857,unrelated
32253,"Tropical spider burrows under man's skin, lives there for three days",1500,unrelated
32254,UPDATE: Internet report of Ebola outbreak in Purdon not true,1893,unrelated
32255,New Audio Recording From Ferguson May Capture Michael Brown Shooting,2481,discuss
32256,Her Majesty’s magic mushrooms,2137,unrelated
32257,Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,396,agree
32258,Police hunt tweed-jacket wearing man who slaps shoppers for SNEEZING,1952,discuss
32259,Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,1296,unrelated
32260,"Don't Worry, 'The Breakfast Club' Star Judd Nelson Is Not Dead",1183,unrelated
32261,"Obama, Outraged Over Beheading, Vows to Stay on Course",1786,unrelated
32262,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1251,unrelated
32263,"Apple Watch Specs Tipped; Said to Feature 512MB RAM, 4GB of Storage",1073,unrelated
32264,ISIS Reportedly Beheads American Photojournalist in Iraq,984,unrelated
32265,ISIS cracks down on five confirmed Ebola cases among fighters: official,2197,unrelated
32266,Tourist dubbed ‘Spider Man’ after spider burrows under skin for days,220,unrelated
32267,Comcast gets customer fired for complaining about poor service,2438,discuss
32268,"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",1828,discuss
32269,Google Said to Buy Redwood City Offices for $585 Million,1006,discuss
32270,Saudi Arabia 'fatwa over building of snowmen',239,unrelated
32271,There was never a panel discussion on domestic violence planned for ESPN’s ‘Monday Night Football’ pregame show,1148,unrelated
32272,Government fires employee who skipped work for 24 years,1950,unrelated
32273,Canadian-Israeli Woman May Have Been Captured In Syria: Reports,505,unrelated
32274,"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",1849,unrelated
32275,American hostage killed in rescue attempt in Yemen - senior official,56,unrelated
32276,Has North Korean dictator Kim Jong-un been replaced by his sister?,2330,unrelated
32277,BREAKING: ISIS Beheads American Journalist James Wright Foley,1040,unrelated
32278,Report: Christian Bale Will Play Steve Jobs,137,unrelated
32279,A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,1071,unrelated
32280,Christian Bale in Talks to Star in Sony's Steve Jobs Film,1368,unrelated
32281,Here's video of a bird pooping on Vladimir Putin in the middle of a speech,1028,unrelated
32282,Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1531,disagree
32283,Somali terrorist leader dead after US airstrike,1746,unrelated
32284,Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1166,unrelated
32285,Macaulay Culkin: Death claims about former child star revealed to be yet another hoax,2313,unrelated
32286,"Apple Watch users will need to recharge nightly, company still working to improve uptime before launch",1834,unrelated
32287,Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,609,unrelated
32288,Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,401,unrelated
32289,"Ann Arbor pizza delivery driver surprised with $2,000 tip",1017,unrelated
32290,Meteor Leaves 40-Foot Crater Near Managua's Airport,1875,unrelated
32291,"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",1565,unrelated
32292,"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",11,unrelated
32293,Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),1968,disagree
32294,More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,821,unrelated
32295,Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,1808,unrelated
32296,Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,1832,unrelated
32297,Doubts cast over Nicaragua meteorite claim,2155,unrelated
32298,Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,2520,unrelated
32299,Iraqi media: ISIS militants have contracted Ebola,1891,discuss
32300,"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1295,unrelated
32301,"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1661,discuss
32302,Alleged audio of Michael Brown shooting released,2411,unrelated
32303,Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1857,unrelated
32304,New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,2295,discuss
32305,"Big Bank Hank, co-founder of the Sugarhill Gang, has died",1217,unrelated
32306,Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,34,unrelated
32307,Man who slaps people around the head for sneezing hunted by police,87,unrelated
32308,20-Year-Old Quarter Pounder Looks About the Same,1806,unrelated
32309,Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],1197,unrelated
32310,Boko Haram ceasefire ignored as violence flares in Borno state,1340,disagree
32311,Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',1943,unrelated
32312,ISIS Video Claims to Show Beheading of British Hostage,1263,unrelated
32313,Nigeria and Boko Haram 'agree ceasefire and girls' release',2078,unrelated
32314,BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,1689,unrelated
32315,"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",1060,discuss
32316,"No, Saudi TV Did Not Blur Out Images of Michelle Obama",1873,unrelated
32317,"White House Fence Jumper Got Farther Than Previously Thought, Sources Say",687,unrelated
32318,"Tropical spider burrows under man's skin, lives there for three days",800,discuss
32319,Weatherman caught peeing live on camera,2072,unrelated
32320,Christian Bale to play Steve Jobs in upcoming biopic,1215,agree
32321,Whiz kid stock picker: I didn't actually make $72M trading,1563,agree
32322,"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",235,unrelated
32323,Apple may launch 12-inch MacBook Air with Retina Display,2118,unrelated
32324,This Is a Truly Horrifying Story About a Spider,959,unrelated
32325,Alleged audio of Michael Brown shooting released,1481,unrelated
32326,BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,505,unrelated
32327,Devoted pet owner spends £300 to save his GOLDFISH after it became constipated,2272,unrelated
32328,Meet the X-BOY: Electric shock turns kid into MAGNETO,1503,unrelated
32329,Meteorite leaves crater in Nicaraguan capital Managua,269,unrelated
32330,Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,2078,unrelated
32331,"Don't forget to tip...especially if you spend $300,000",832,unrelated
32332,20-Year-Old Quarter Pounder Looks About the Same,1500,unrelated
32333,Microsoft Tried Out Robot Security Guards on Its Silicon Valley Campus,1634,unrelated
32334,BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,1369,discuss
32335,"Fidel Castro Dead? Yes, He Is… But The Cuban Leader Is Alive, Death Rumors Proven False",185,unrelated
32336,Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,7,unrelated
32337,‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,125,unrelated
32338,TBS speeds up Seinfeld 7.5% to gain an extra 2 minutes of commercial ad time.,1871,discuss
32339,"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",1975,unrelated
32340,20-Year-Old Quarter Pounder Looks About the Same,2474,agree
32341,BREAKING: ISIS Beheads American Journalist James Wright Foley,26,unrelated
32342,Jihadi John identity revealed as Mohammed Emwazi: live,2184,unrelated
32343,Isis claims to behead US journalist,1166,unrelated
32344,Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,1818,discuss
32345,80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,1991,unrelated
32346,Spider burrowed through tourist's stomach and up into his chest,1883,agree
32347,Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,846,discuss
32348,"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",2409,unrelated
32349,Parents' anger after seven Bosnian schoolgirls aged 13 and 14 fall pregnant on class trip,1277,unrelated
32350,Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,480,unrelated
32351,"No, Vladimir Putin did not get pooped on by a bird during a First World War speech",1957,agree
32352,British Aid Worker Confirmed Murdered By ISIS,1477,unrelated
32353,Canadian Soldier Shot At Ottawa War Memorial: Report,633,unrelated
32354,"Bosnia: Seven underage girls return from five day school trip, pregnant",2304,discuss
32355,"NYPD to stop arresting for low-level marijuana charges, will issue tickets instead: source",2307,unrelated
32356,Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1744,discuss
32357,Nun 'has surprise baby' after complaining of stomach pains,1760,unrelated
32358,Small red book among finds in 113-year-old Boston time capsule,690,unrelated
32359,Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,1835,unrelated
32360,Ferguson riots: audio may have captured Michael Brown shooting,456,unrelated
32361,Teen Makes $72 Million on the Stock Market,2367,unrelated
32362,NASA Raises Doubts About Reports of Nicaraguan Meteorite,1817,unrelated
32363,James Foley remembered as 'brave and tireless' journalist,115,unrelated
32364,"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey",181,discuss
32365,Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,962,unrelated
32366,"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",1026,agree
32367,Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,789,discuss
32368,"Are missing students in mass graves found near Iguala, Mexico?",2342,discuss
32369,Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1422,unrelated
32370,Zack Snyder Responds to Fake Stolen Batmobile Report,87,unrelated
32371,Obama: murder of James Foley 'shocks the conscience of the entire world',2127,unrelated
32372,Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,909,unrelated
32373,The Case of the Stolen Batmobile Has Been Solved,684,discuss
32374,"So, There Might Be a Rat Infestation at Vogue",87,discuss
32375,SEE IT: California homeless man uses $100 gift to give food to others,30,unrelated
32376,"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",2471,discuss
32377,"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",2403,discuss
32378,Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1215,agree
32379,SEE IT: NBC meteorologist Mike Seidel appears to relieve himself during broadcast; network says he was looking for phone,831,unrelated
32380,Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,1007,discuss
32381,Amazon is about to open its first-ever physical store in New York City,1948,unrelated
32382,"Oh Hey, Paul Rudd Was One Of The Dallas Airport Homophobe Heroes, No Big",2514,agree
32383,BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,2015,unrelated
32384,"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",206,unrelated
32385,News sites fall for Putin bird-dropping video,2472,unrelated
32386,"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1093,discuss
32387,Vice squad’s $1m win lights up Las Vegas,500,unrelated
32388,"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",1802,unrelated
32389,"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",850,discuss
32390,British Aid Worker Confirmed Murdered By ISIS,1802,unrelated
32391,Senator: Detainees swapped for Bergdahl have contacted militants,819,unrelated
32392,"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",388,unrelated
32393,Claim: Comcast Got Complaining Customer Fired From His Job,2133,discuss
32394,Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1234,unrelated
32395,Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,1815,unrelated
32396,Bug in iOS 8's 'Reset All Settings' Option Also Erases iCloud Drive Documents,1155,unrelated
32397,Ferguson riots: audio may have captured Michael Brown shooting,944,discuss
32398,Isis militants claim to have killed US journalist James Foley,874,unrelated
32399,Ottawa Gunman Identified As Michael Zehaf-Bibeau,1329,discuss
32400,A Mass Grave Points to a Student Massacre in Mexico,683,unrelated
32401,The Arrest of the ISIS Leader's Wife and Son,1913,unrelated
32402,Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,1465,unrelated
32403,That’s one way to clean it: Apple Watch will reportedly survive a trip through the shower,405,unrelated
32404,"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",2314,unrelated
32405,New policy could reduce marijuana possession arrests,666,unrelated
32406,How did a Texas plumber's truck end up with Syrian rebels? (+video),565,unrelated
32407,CNN Posts Alleged Audio of Michael Brown Shooting,1564,discuss
32408,FBI Probing Alleged Audio of Michael Brown Shooting,1808,unrelated
32409,Has North Korean dictator Kim Jong-un been replaced by his sister?,1289,unrelated
32410,Isis Syria News: Iraqi Pilots 'Training Isis Fighters' to Fly Captured Planes,140,discuss
32411,Someone Trolled Twitter Into Thinking Macklemore Joined ISIS,1022,unrelated
32412,Did Comcast Get a Man Fired From His Job for Complaining About Its Service?,1268,unrelated
32413,Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1240,unrelated
32414,BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,1968,unrelated
32415,Christian Bale in Talks to Play Steve Jobs (Exclusive),2097,unrelated
32416,Isis claims US hostage Kayla Mueller killed in coalition airstrike,2473,unrelated
32417,Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1299,unrelated
32418,Christian Bale Drops Out of Steve Jobs Biopic,2455,discuss
32419,U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,2304,unrelated
32420,"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",1622,discuss
32421,Woman Spends Entire Week In KFC After Getting Dumped By Her Boyfriend,2043,agree
32422,Was The Batmobile Stolen In Detroit?,1751,discuss
32423,Texas Plumber Has ‘No Idea’ How Company Truck Ended Up With ISIS,13,unrelated
32424,Militant Group Says It Killed American Journalist in Syria,1905,unrelated
32425,Islamic State using 'SCORPION bombs' to terrorise victims,2453,unrelated
32426,"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",2009,unrelated
32427,Meteorite leaves crater in Nicaraguan capital Managua,10,unrelated
32428,Christian Bale to Play Steve Jobs in New Movie,296,unrelated
32429,CNN Posts Alleged Audio of Michael Brown Shooting,2434,discuss
32430,"Christian Bale in talks to play Steve Jobs for Sony, Danny Boyle",574,unrelated
32431,IS Militants Kill 300 Iraqi Soldiers with Chlorine Gas,2016,unrelated
32432,Police hunt tweed-jacket wearing man who slaps shoppers for SNEEZING,2277,unrelated
32433,"Whoa, Paul Rudd Was One of the Airport Heroes Who Took Down the Homophobe",1094,discuss
32434,Devoted pet owner spends £300 to save his GOLDFISH after it became constipated,2410,unrelated
32435,NEWS/ Meet the Teletubbies Sun Baby: 19-Year-Old Jess Smith Reveals Herself as the Smiling Face Who Looked Over Teletubbyland,1834,unrelated
32436,Latest iOS 8 bug reportedly causes unwanted deletion of iCloud Drive documents,2061,unrelated
32437,ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,60,unrelated
32438,6 hidden mass graves may hold missing Mexican students,61,unrelated
32439,WHO says reports of suspected Ebola cases in Iraq are untrue,1669,discuss
32440,Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',1746,unrelated
32441,Cheese blamed for North Korean leader Kim Jong-un's broken ankles,1103,unrelated
32442,MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,1002,unrelated
32443,Missing Mexico students not among 28 bodies found in mass grave,1405,discuss
32444,Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,1637,unrelated
32445,Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2254,unrelated
32446,Fisherman lands 19 STONE catfish which could be biggest in world to be hooked,2161,agree
32447,"No, Robert Plant Didn’t Rip Up an $800 Million Contract",734,discuss
32448,Shots Heard In Alleged Brown Shooting Recording [AUDIO],2458,unrelated
32449,James Foley remembered as 'brave and tireless' journalist,456,discuss
32450,Lynch Mob Castrates Alleged Rapist In Rajasthan,2072,unrelated
32451,'Sex attacker' has penis cut off with a cleaver in India,1760,unrelated
32452,ESPN's Domestic Violence Panel Is Missing Something Important,373,unrelated
32453,US officials: Video shows American's execution,2388,discuss
32454,Rajasthan: Angry mob teaches rapist a lesson; chops penis off,1673,agree
32455,Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1598,discuss
32456,"No, Vladimir Putin did not get pooped on by a bird during a First World War speech",2472,unrelated
32457,CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,1974,unrelated
32458,Texas Plumber Has ‘No Idea’ How Company Truck Ended Up With ISIS,803,unrelated
32459,The Chinese Guide to Avoiding a Bad English Name,1954,unrelated
32460,Chinese advised to choose British-sounding names to get ahead,254,unrelated
32461,This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,2132,disagree
32462,"If you want an Apple Watch, you’ll probably be trekking to an Apple Store",1066,discuss
32463,Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1530,discuss
32464,North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,1001,discuss
32465,#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,1015,unrelated
32466,Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),1047,unrelated
32467,Rumor: Seth Rogen to Appear as Woz in Sony's Steve Jobs Film,1157,unrelated
32468,Man chops off his own penis after girlfriend told him he was no good in bed,522,discuss
32469,Former PGA Tour player: Tiger Woods suspended for drug test failure,48,unrelated
32470,Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,2033,unrelated
32471,"Jihadi John named as Mohammed Emwazi, from west London",1724,discuss
32472,Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],1948,unrelated
32473,Durex is not confirming or denying rumors of a “pumpkin spice” condom,2123,unrelated
32474,Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,1925,discuss
32475,Christian Bale will not play Steve Jobs,1157,discuss
32476,"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",7,unrelated
32477,Sugarhill Gang co-founder Big Bank Hank dies,754,unrelated
32478,"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",2070,unrelated
32479,Isis claims to behead US journalist,2404,unrelated
32480,AWESOME! Canadian Parliament’s Sergeant-at-Arms Kevin Vickers Takes Out Gunman,1885,unrelated
32481,Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,1483,unrelated
32482,'Jihadi John' named as Mohammed Emwazi from London,2202,discuss
32483,KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants,882,unrelated
